,Year,quarter,Departure,Arrival,miles_distance,daily_passengers,average_fare
1017,2013,2,"Denver, CO","Phoenix, AZ",602,2838,132.39
1018,2013,3,"Denver, CO","Phoenix, AZ",602,2443,134.06
1019,2013,4,"Denver, CO","Phoenix, AZ",602,3025,125.55
1020,2011,1,"Denver, CO","San Francisco, CA (Metropolitan Area)",967,2701,177.04
1021,2011,2,"Denver, CO","San Francisco, CA (Metropolitan Area)",967,3228,183.89
1022,2011,3,"Denver, CO","San Francisco, CA (Metropolitan Area)",967,3422,186.0
1023,2011,4,"Denver, CO","San Francisco, CA (Metropolitan Area)",967,3172,180.97
1024,2012,1,"Denver, CO","San Francisco, CA (Metropolitan Area)",967,2681,182.97
1025,2012,2,"Denver, CO","San Francisco, CA (Metropolitan Area)",967,3177,198.13
1026,2012,3,"Denver, CO","San Francisco, CA (Metropolitan Area)",967,3460,194.61
1027,2012,4,"Denver, CO","San Francisco, CA (Metropolitan Area)",967,3238,198.27
1028,2013,1,"Denver, CO","San Francisco, CA (Metropolitan Area)",967,2894,195.27
1029,2013,2,"Denver, CO","San Francisco, CA (Metropolitan Area)",967,3406,207.15
1030,2013,3,"Denver, CO","San Francisco, CA (Metropolitan Area)",967,3653,204.17
1031,2013,4,"Denver, CO","San Francisco, CA (Metropolitan Area)",967,3415,193.48
1032,2011,1,"Denver, CO","Seattle, WA",1024,1354,156.89
1033,2011,2,"Denver, CO","Seattle, WA",1024,1710,167.77
1034,2011,3,"Denver, CO","Seattle, WA",1024,2191,179.31
1035,2011,4,"Denver, CO","Seattle, WA",1024,1609,165.17
1036,2012,1,"Denver, CO","Seattle, WA",1024,1304,160.34
1037,2012,2,"Denver, CO","Seattle, WA",1024,1659,181.86
1038,2012,3,"Denver, CO","Seattle, WA",1024,1981,177.26
1039,2012,4,"Denver, CO","Seattle, WA",1024,1659,167.35
1040,2013,1,"Denver, CO","Seattle, WA",1024,1408,165.36
1041,2013,2,"Denver, CO","Seattle, WA",1024,1784,182.3
1042,2013,3,"Denver, CO","Seattle, WA",1024,2133,186.05
1043,2013,4,"Denver, CO","Seattle, WA",1024,1698,163.33
1044,2011,1,"Detroit, MI","Houston, TX",1093,532,269.21
1045,2011,2,"Detroit, MI","Houston, TX",1093,665,261.55
1046,2011,3,"Detroit, MI","Houston, TX",1092,605,274.46
1047,2011,4,"Detroit, MI","Houston, TX",1092,565,294.43
1048,2012,1,"Detroit, MI","Houston, TX",1092,470,313.29
1049,2012,2,"Detroit, MI","Houston, TX",1092,591,296.11
1050,2012,3,"Detroit, MI","Houston, TX",1092,573,305.53
1051,2012,4,"Detroit, MI","Houston, TX",1092,582,307.09
1052,2013,1,"Detroit, MI","Houston, TX",1092,502,318.25
1053,2013,2,"Detroit, MI","Houston, TX",1092,574,307.92
1054,2013,3,"Detroit, MI","Houston, TX",1092,672,279.07
1055,2013,4,"Detroit, MI","Houston, TX",1092,743,235.02
1056,2011,1,"Detroit, MI","Las Vegas, NV",1750,1654,189.69
1057,2011,2,"Detroit, MI","Las Vegas, NV",1750,2001,199.0
1058,2011,3,"Detroit, MI","Las Vegas, NV",1749,1929,184.92
1059,2011,4,"Detroit, MI","Las Vegas, NV",1749,1817,190.29
1060,2012,1,"Detroit, MI","Las Vegas, NV",1749,1745,191.52
1061,2012,2,"Detroit, MI","Las Vegas, NV",1749,1886,212.66
1062,2012,3,"Detroit, MI","Las Vegas, NV",1749,1821,192.45
1063,2012,4,"Detroit, MI","Las Vegas, NV",1749,1849,188.04
1064,2013,1,"Detroit, MI","Las Vegas, NV",1749,1808,191.81
1065,2013,2,"Detroit, MI","Las Vegas, NV",1749,2034,198.26
1066,2013,3,"Detroit, MI","Las Vegas, NV",1749,1803,195.24
1067,2013,4,"Detroit, MI","Las Vegas, NV",1749,1828,189.01
1068,2011,1,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",1979,1519,239.68
1069,2011,2,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",1979,1851,241.89
1070,2011,3,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",1979,1976,246.19
1071,2011,4,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",1979,1635,275.24
1072,2012,1,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",1979,1268,290.31
1073,2012,2,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",1979,1657,281.04
1074,2012,3,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",1979,1819,261.58
1075,2012,4,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",1979,1701,281.98
1076,2013,1,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",1979,1443,287.85
1077,2013,2,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",1979,1790,279.56
1078,2013,3,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",1979,1822,289.38
1079,2013,4,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",1979,1712,323.19
1080,2011,1,"Detroit, MI","Miami, FL (Metropolitan Area)",1145,2174,161.04
1081,2011,2,"Detroit, MI","Miami, FL (Metropolitan Area)",1145,1871,150.31
1082,2011,3,"Detroit, MI","Miami, FL (Metropolitan Area)",1145,1441,128.16
1083,2011,4,"Detroit, MI","Miami, FL (Metropolitan Area)",1145,1926,157.6
1084,2012,1,"Detroit, MI","Miami, FL (Metropolitan Area)",1145,2400,178.29
1085,2012,2,"Detroit, MI","Miami, FL (Metropolitan Area)",1145,1793,166.64
1086,2012,3,"Detroit, MI","Miami, FL (Metropolitan Area)",1145,1266,142.63
1087,2012,4,"Detroit, MI","Miami, FL (Metropolitan Area)",1145,1908,170.29
1088,2013,1,"Detroit, MI","Miami, FL (Metropolitan Area)",1145,2420,192.24
1089,2013,2,"Detroit, MI","Miami, FL (Metropolitan Area)",1145,1787,156.86
1090,2013,3,"Detroit, MI","Miami, FL (Metropolitan Area)",1145,1464,144.87
1091,2013,4,"Detroit, MI","Miami, FL (Metropolitan Area)",1145,1915,181.34
1092,2011,1,"Detroit, MI","Minneapolis/St. Paul, MN",528,445,309.43
1093,2011,2,"Detroit, MI","Minneapolis/St. Paul, MN",528,529,323.64
1094,2011,3,"Detroit, MI","Minneapolis/St. Paul, MN",528,547,309.85
1095,2011,4,"Detroit, MI","Minneapolis/St. Paul, MN",528,562,278.17
1096,2012,1,"Detroit, MI","Minneapolis/St. Paul, MN",528,467,296.09
1097,2012,2,"Detroit, MI","Minneapolis/St. Paul, MN",528,557,302.21
1098,2012,3,"Detroit, MI","Minneapolis/St. Paul, MN",528,527,309.24
1099,2012,4,"Detroit, MI","Minneapolis/St. Paul, MN",528,476,316.16
1100,2013,1,"Detroit, MI","Minneapolis/St. Paul, MN",528,397,334.11
1101,2013,2,"Detroit, MI","Minneapolis/St. Paul, MN",528,491,326.68
1102,2013,3,"Detroit, MI","Minneapolis/St. Paul, MN",528,496,335.93
1103,2013,4,"Detroit, MI","Minneapolis/St. Paul, MN",528,508,324.88
1104,2011,1,"Detroit, MI","New York City, NY (Metropolitan Area)",540,1817,232.63
1105,2011,2,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2584,222.99
1106,2011,3,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2764,200.93
1107,2011,4,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2738,205.36
1108,2012,1,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2038,223.05
1109,2012,2,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2653,225.09
1110,2012,3,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2706,212.4
1111,2012,4,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2669,224.18
1112,2013,1,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2027,237.4
1113,2013,2,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2608,240.82
1114,2013,3,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2632,238.32
1115,2013,4,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2752,244.65
1116,2011,1,"Detroit, MI","Orlando, FL",957,2426,136.38
1117,2011,2,"Detroit, MI","Orlando, FL",957,2367,150.64
1118,2011,3,"Detroit, MI","Orlando, FL",957,1991,117.87
1119,2011,4,"Detroit, MI","Orlando, FL",957,2160,139.18
1120,2012,1,"Detroit, MI","Orlando, FL",957,2505,164.08
1121,2012,2,"Detroit, MI","Orlando, FL",957,2207,156.41
1122,2012,3,"Detroit, MI","Orlando, FL",957,1690,132.87
1123,2012,4,"Detroit, MI","Orlando, FL",957,1924,154.56
1124,2013,1,"Detroit, MI","Orlando, FL",957,2326,179.94
1125,2013,2,"Detroit, MI","Orlando, FL",957,1907,163.99
1126,2013,3,"Detroit, MI","Orlando, FL",957,1437,160.27
1127,2013,4,"Detroit, MI","Orlando, FL",957,1936,163.39
1128,2011,1,"Detroit, MI","Philadelphia, PA",453,533,251.99
1129,2011,2,"Detroit, MI","Philadelphia, PA",453,629,254.26
1130,2011,3,"Detroit, MI","Philadelphia, PA",453,546,281.99
1131,2011,4,"Detroit, MI","Philadelphia, PA",453,559,276.17
1132,2012,1,"Detroit, MI","Philadelphia, PA",453,445,320.73
1133,2012,2,"Detroit, MI","Philadelphia, PA",453,522,312.1
1134,2012,3,"Detroit, MI","Philadelphia, PA",453,495,295.64
1135,2012,4,"Detroit, MI","Philadelphia, PA",453,533,299.83
1136,2013,1,"Detroit, MI","Philadelphia, PA",453,422,308.51
1137,2013,2,"Detroit, MI","Philadelphia, PA",453,521,319.91
1138,2013,3,"Detroit, MI","Philadelphia, PA",453,469,329.19
1139,2013,4,"Detroit, MI","Philadelphia, PA",453,490,329.17
1140,2011,1,"Detroit, MI","Phoenix, AZ",1671,1076,217.33
1141,2011,2,"Detroit, MI","Phoenix, AZ",1671,1179,209.9
1142,2011,3,"Detroit, MI","Phoenix, AZ",1671,1021,195.5
1143,2011,4,"Detroit, MI","Phoenix, AZ",1671,1182,205.24
1144,2012,1,"Detroit, MI","Phoenix, AZ",1671,1127,226.93
1145,2012,2,"Detroit, MI","Phoenix, AZ",1671,1052,232.62
1146,2012,3,"Detroit, MI","Phoenix, AZ",1671,864,233.74
1147,2012,4,"Detroit, MI","Phoenix, AZ",1671,997,251.63
1148,2013,1,"Detroit, MI","Phoenix, AZ",1671,1028,252.77
1149,2013,2,"Detroit, MI","Phoenix, AZ",1671,1046,237.39
1150,2013,3,"Detroit, MI","Phoenix, AZ",1671,833,256.78
1151,2013,4,"Detroit, MI","Phoenix, AZ",1671,993,262.68
1152,2011,1,"Detroit, MI","San Francisco, CA (Metropolitan Area)",2079,716,284.74
1153,2011,2,"Detroit, MI","San Francisco, CA (Metropolitan Area)",2079,1009,286.95
1154,2011,3,"Detroit, MI","San Francisco, CA (Metropolitan Area)",2079,1125,290.55
1155,2011,4,"Detroit, MI","San Francisco, CA (Metropolitan Area)",2079,968,293.32
1156,2012,1,"Detroit, MI","San Francisco, CA (Metropolitan Area)",2079,726,312.75
1157,2012,2,"Detroit, MI","San Francisco, CA (Metropolitan Area)",2079,979,318.31
1158,2012,3,"Detroit, MI","San Francisco, CA (Metropolitan Area)",2079,1172,299.61
1159,2012,4,"Detroit, MI","San Francisco, CA (Metropolitan Area)",2079,1054,319.28
1160,2013,1,"Detroit, MI","San Francisco, CA (Metropolitan Area)",2079,722,322.38
1161,2013,2,"Detroit, MI","San Francisco, CA (Metropolitan Area)",2079,1091,313.31
1162,2013,3,"Detroit, MI","San Francisco, CA (Metropolitan Area)",2079,1169,327.69
1163,2013,4,"Detroit, MI","San Francisco, CA (Metropolitan Area)",2079,1079,334.46
1164,2011,1,"Detroit, MI","Seattle, WA",1927,314,275.81
1165,2011,2,"Detroit, MI","Seattle, WA",1927,525,297.92
1166,2011,3,"Detroit, MI","Seattle, WA",1927,677,303.42
1167,2011,4,"Detroit, MI","Seattle, WA",1927,458,297.23
1168,2012,1,"Detroit, MI","Seattle, WA",1927,323,316.89
1169,2012,2,"Detroit, MI","Seattle, WA",1927,501,321.12
1170,2012,3,"Detroit, MI","Seattle, WA",1927,648,306.14
1171,2012,4,"Detroit, MI","Seattle, WA",1927,505,317.48
1172,2013,1,"Detroit, MI","Seattle, WA",1927,319,326.63
1173,2013,2,"Detroit, MI","Seattle, WA",1927,504,320.27
1174,2013,3,"Detroit, MI","Seattle, WA",1927,658,326.72
1175,2013,4,"Detroit, MI","Seattle, WA",1927,495,321.26
1176,2011,1,"Houston, TX","Las Vegas, NV",1235,1445,225.49
1177,2011,2,"Houston, TX","Las Vegas, NV",1235,1639,217.26
1178,2011,3,"Houston, TX","Las Vegas, NV",1235,1750,204.11
1179,2011,4,"Houston, TX","Las Vegas, NV",1235,1696,213.36
1180,2012,1,"Houston, TX","Las Vegas, NV",1235,1407,228.99
1181,2012,2,"Houston, TX","Las Vegas, NV",1235,1488,248.23
1182,2012,3,"Houston, TX","Las Vegas, NV",1235,1380,253.21
1183,2012,4,"Houston, TX","Las Vegas, NV",1235,1601,241.13
1184,2013,1,"Houston, TX","Las Vegas, NV",1235,1585,227.87
1185,2013,2,"Houston, TX","Las Vegas, NV",1235,1860,210.75
1186,2013,3,"Houston, TX","Las Vegas, NV",1235,1630,223.7
1187,2013,4,"Houston, TX","Las Vegas, NV",1235,1650,226.15
1188,2011,1,"Houston, TX","Los Angeles, CA (Metropolitan Area)",1390,2129,280.21
1189,2011,2,"Houston, TX","Los Angeles, CA (Metropolitan Area)",1390,2641,259.38
1190,2011,3,"Houston, TX","Los Angeles, CA (Metropolitan Area)",1390,2621,254.28
1191,2011,4,"Houston, TX","Los Angeles, CA (Metropolitan Area)",1390,2695,272.36
1192,2012,1,"Houston, TX","Los Angeles, CA (Metropolitan Area)",1390,2166,262.85
1193,2012,2,"Houston, TX","Los Angeles, CA (Metropolitan Area)",1390,2525,284.42
1194,2012,3,"Houston, TX","Los Angeles, CA (Metropolitan Area)",1390,2514,285.48
1195,2012,4,"Houston, TX","Los Angeles, CA (Metropolitan Area)",1390,2571,293.8
1196,2013,1,"Houston, TX","Los Angeles, CA (Metropolitan Area)",1390,2370,292.81
1197,2013,2,"Houston, TX","Los Angeles, CA (Metropolitan Area)",1390,2713,276.31
1198,2013,3,"Houston, TX","Los Angeles, CA (Metropolitan Area)",1390,2514,290.99
1199,2013,4,"Houston, TX","Los Angeles, CA (Metropolitan Area)",1390,2775,267.41
1200,2011,1,"Houston, TX","Miami, FL (Metropolitan Area)",965,1018,239.37
1201,2011,2,"Houston, TX","Miami, FL (Metropolitan Area)",965,1160,232.91
1202,2011,3,"Houston, TX","Miami, FL (Metropolitan Area)",965,959,235.73
1203,2011,4,"Houston, TX","Miami, FL (Metropolitan Area)",965,1098,231.95
1204,2012,1,"Houston, TX","Miami, FL (Metropolitan Area)",965,990,252.62
1205,2012,2,"Houston, TX","Miami, FL (Metropolitan Area)",965,1186,240.89
1206,2012,3,"Houston, TX","Miami, FL (Metropolitan Area)",965,998,239.64
1207,2012,4,"Houston, TX","Miami, FL (Metropolitan Area)",965,1134,246.53
1208,2013,1,"Houston, TX","Miami, FL (Metropolitan Area)",965,1065,264.15
1209,2013,2,"Houston, TX","Miami, FL (Metropolitan Area)",965,1199,250.12
1210,2013,3,"Houston, TX","Miami, FL (Metropolitan Area)",965,966,265.87
1211,2013,4,"Houston, TX","Miami, FL (Metropolitan Area)",965,1136,266.07
1212,2011,1,"Houston, TX","Minneapolis/St. Paul, MN",1057,446,263.51
1213,2011,2,"Houston, TX","Minneapolis/St. Paul, MN",1057,551,272.15
1214,2011,3,"Houston, TX","Minneapolis/St. Paul, MN",1057,582,267.66
1215,2011,4,"Houston, TX","Minneapolis/St. Paul, MN",1057,471,297.66
1216,2012,1,"Houston, TX","Minneapolis/St. Paul, MN",1057,425,326.55
1217,2012,2,"Houston, TX","Minneapolis/St. Paul, MN",1057,487,354.53
1218,2012,3,"Houston, TX","Minneapolis/St. Paul, MN",1057,474,338.86
1219,2012,4,"Houston, TX","Minneapolis/St. Paul, MN",1057,486,332.07
1220,2013,1,"Houston, TX","Minneapolis/St. Paul, MN",1057,441,361.32
1221,2013,2,"Houston, TX","Minneapolis/St. Paul, MN",1057,502,350.59
1222,2013,3,"Houston, TX","Minneapolis/St. Paul, MN",1057,499,370.79
1223,2013,4,"Houston, TX","Minneapolis/St. Paul, MN",1057,471,343.47
1224,2011,1,"Houston, TX","New York City, NY (Metropolitan Area)",1465,2432,320.56
1225,2011,2,"Houston, TX","New York City, NY (Metropolitan Area)",1465,3232,312.42
1226,2011,3,"Houston, TX","New York City, NY (Metropolitan Area)",1465,3052,296.38
1227,2011,4,"Houston, TX","New York City, NY (Metropolitan Area)",1465,3123,295.78
1228,2012,1,"Houston, TX","New York City, NY (Metropolitan Area)",1465,2484,303.49
1229,2012,2,"Houston, TX","New York City, NY (Metropolitan Area)",1465,3327,295.87
1230,2012,3,"Houston, TX","New York City, NY (Metropolitan Area)",1465,3097,292.34
1231,2012,4,"Houston, TX","New York City, NY (Metropolitan Area)",1465,3352,318.96
1232,2013,1,"Houston, TX","New York City, NY (Metropolitan Area)",1465,2829,321.66
1233,2013,2,"Houston, TX","New York City, NY (Metropolitan Area)",1465,3767,280.97
1234,2013,3,"Houston, TX","New York City, NY (Metropolitan Area)",1465,3583,281.21
1235,2013,4,"Houston, TX","New York City, NY (Metropolitan Area)",1465,3948,288.14
1236,2011,1,"Houston, TX","Orlando, FL",853,1070,215.27
1237,2011,2,"Houston, TX","Orlando, FL",853,1221,217.19
1238,2011,3,"Houston, TX","Orlando, FL",854,955,229.3
1239,2011,4,"Houston, TX","Orlando, FL",854,1089,220.01
1240,2012,1,"Houston, TX","Orlando, FL",854,965,234.42
1241,2012,2,"Houston, TX","Orlando, FL",854,1146,225.59
1242,2012,3,"Houston, TX","Orlando, FL",854,1009,220.06
1243,2012,4,"Houston, TX","Orlando, FL",854,1097,232.62
1244,2013,1,"Houston, TX","Orlando, FL",854,1127,237.16
1245,2013,2,"Houston, TX","Orlando, FL",854,1282,201.27
1246,2013,3,"Houston, TX","Orlando, FL",854,1079,207.48
1247,2013,4,"Houston, TX","Orlando, FL",854,1237,221.01
1248,2011,1,"Houston, TX","Philadelphia, PA",1335,877,225.12
1249,2011,2,"Houston, TX","Philadelphia, PA",1335,1037,238.49
1250,2011,3,"Houston, TX","Philadelphia, PA",1336,925,246.64
1251,2011,4,"Houston, TX","Philadelphia, PA",1336,983,233.7
1252,2012,1,"Houston, TX","Philadelphia, PA",1336,744,246.75
1253,2012,2,"Houston, TX","Philadelphia, PA",1336,1013,248.78
1254,2012,3,"Houston, TX","Philadelphia, PA",1336,1047,231.76
1255,2012,4,"Houston, TX","Philadelphia, PA",1336,1153,215.14
1256,2013,1,"Houston, TX","Philadelphia, PA",1336,924,240.48
1257,2013,2,"Houston, TX","Philadelphia, PA",1336,891,295.06
1258,2013,3,"Houston, TX","Philadelphia, PA",1336,731,346.56
1259,2013,4,"Houston, TX","Philadelphia, PA",1336,721,352.01
1260,2011,1,"Houston, TX","Phoenix, AZ",1020,827,233.54
1261,2011,2,"Houston, TX","Phoenix, AZ",1020,869,223.01
1262,2011,3,"Houston, TX","Phoenix, AZ",1020,751,216.77
1263,2011,4,"Houston, TX","Phoenix, AZ",1020,909,216.22
1264,2012,1,"Houston, TX","Phoenix, AZ",1020,835,236.64
1265,2012,2,"Houston, TX","Phoenix, AZ",1020,824,256.24
1266,2012,3,"Houston, TX","Phoenix, AZ",1020,667,257.02
1267,2012,4,"Houston, TX","Phoenix, AZ",1020,882,260.23
1268,2013,1,"Houston, TX","Phoenix, AZ",1020,876,263.54
1269,2013,2,"Houston, TX","Phoenix, AZ",1020,892,256.7
1270,2013,3,"Houston, TX","Phoenix, AZ",1020,674,289.71
1271,2013,4,"Houston, TX","Phoenix, AZ",1020,927,269.49
1272,2011,1,"Houston, TX","San Francisco, CA (Metropolitan Area)",1649,1316,314.82
1273,2011,2,"Houston, TX","San Francisco, CA (Metropolitan Area)",1649,1602,292.42
1274,2011,3,"Houston, TX","San Francisco, CA (Metropolitan Area)",1649,1639,297.12
1275,2011,4,"Houston, TX","San Francisco, CA (Metropolitan Area)",1649,1558,287.92
1276,2012,1,"Houston, TX","San Francisco, CA (Metropolitan Area)",1649,1201,319.23
1277,2012,2,"Houston, TX","San Francisco, CA (Metropolitan Area)",1649,1579,312.06
1278,2012,3,"Houston, TX","San Francisco, CA (Metropolitan Area)",1649,1710,308.61
1279,2012,4,"Houston, TX","San Francisco, CA (Metropolitan Area)",1649,1723,309.54
1280,2013,1,"Houston, TX","San Francisco, CA (Metropolitan Area)",1649,1482,327.75
1281,2013,2,"Houston, TX","San Francisco, CA (Metropolitan Area)",1649,1679,332.38
1282,2013,3,"Houston, TX","San Francisco, CA (Metropolitan Area)",1649,1679,336.24
1283,2013,4,"Houston, TX","San Francisco, CA (Metropolitan Area)",1649,1770,313.06
1284,2011,1,"Houston, TX","Seattle, WA",1894,586,222.09
1285,2011,2,"Houston, TX","Seattle, WA",1894,944,220.01
1286,2011,3,"Houston, TX","Seattle, WA",1894,1021,232.21
1287,2011,4,"Houston, TX","Seattle, WA",1894,783,221.32
1288,2012,1,"Houston, TX","Seattle, WA",1894,622,232.64
1289,2012,2,"Houston, TX","Seattle, WA",1894,917,262.94
1290,2012,3,"Houston, TX","Seattle, WA",1894,933,280.18
1291,2012,4,"Houston, TX","Seattle, WA",1894,700,282.03
1292,2013,1,"Houston, TX","Seattle, WA",1894,620,277.96
1293,2013,2,"Houston, TX","Seattle, WA",1894,819,273.6
1294,2013,3,"Houston, TX","Seattle, WA",1894,981,284.46
1295,2013,4,"Houston, TX","Seattle, WA",1894,749,265.0
1296,2011,1,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",236,5380,132.39
1297,2011,2,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",236,6026,127.83
1298,2011,3,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",236,6474,115.0
1299,2011,4,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",236,5733,119.58
1300,2012,1,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",236,5644,123.99
1301,2012,2,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",236,5931,123.33
1302,2012,3,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",236,6168,116.65
1303,2012,4,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",236,5682,116.15
1304,2013,1,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",236,5903,124.71
1305,2013,2,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",236,6409,123.68
1306,2013,3,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",236,6159,125.56
1307,2013,4,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",236,5765,120.25
1308,2011,1,"Las Vegas, NV","Miami, FL (Metropolitan Area)",2175,1209,239.74
1309,2011,2,"Las Vegas, NV","Miami, FL (Metropolitan Area)",2175,1296,240.95
1310,2011,3,"Las Vegas, NV","Miami, FL (Metropolitan Area)",2174,1235,241.89
1311,2011,4,"Las Vegas, NV","Miami, FL (Metropolitan Area)",2174,1070,275.71
1312,2012,1,"Las Vegas, NV","Miami, FL (Metropolitan Area)",2174,1151,273.57
1313,2012,2,"Las Vegas, NV","Miami, FL (Metropolitan Area)",2174,1207,258.07
1314,2012,3,"Las Vegas, NV","Miami, FL (Metropolitan Area)",2174,1159,243.45
1315,2012,4,"Las Vegas, NV","Miami, FL (Metropolitan Area)",2174,1174,248.43
1316,2013,1,"Las Vegas, NV","Miami, FL (Metropolitan Area)",2174,1312,256.39
1317,2013,2,"Las Vegas, NV","Miami, FL (Metropolitan Area)",2174,1342,252.34
1318,2013,3,"Las Vegas, NV","Miami, FL (Metropolitan Area)",2174,1295,243.97
1319,2013,4,"Las Vegas, NV","Miami, FL (Metropolitan Area)",2174,1303,252.08
1320,2011,1,"Las Vegas, NV","Minneapolis/St. Paul, MN",1300,1765,191.81
1321,2011,2,"Las Vegas, NV","Minneapolis/St. Paul, MN",1300,1498,197.42
1322,2011,3,"Las Vegas, NV","Minneapolis/St. Paul, MN",1299,1149,195.85
1323,2011,4,"Las Vegas, NV","Minneapolis/St. Paul, MN",1299,1325,202.2
1324,2012,1,"Las Vegas, NV","Minneapolis/St. Paul, MN",1299,1675,207.48
1325,2012,2,"Las Vegas, NV","Minneapolis/St. Paul, MN",1299,1495,196.63
1326,2012,3,"Las Vegas, NV","Minneapolis/St. Paul, MN",1299,1275,185.62
1327,2012,4,"Las Vegas, NV","Minneapolis/St. Paul, MN",1299,1459,190.02
1328,2013,1,"Las Vegas, NV","Minneapolis/St. Paul, MN",1299,1794,203.14
1329,2013,2,"Las Vegas, NV","Minneapolis/St. Paul, MN",1299,1588,194.69
1330,2013,3,"Las Vegas, NV","Minneapolis/St. Paul, MN",1299,1302,178.24
1331,2013,4,"Las Vegas, NV","Minneapolis/St. Paul, MN",1299,1578,166.97
1332,2011,1,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2283,3725,265.09
1333,2011,2,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2283,4552,288.48
1334,2011,3,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,4447,277.35
1335,2011,4,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,3469,269.17
1336,2012,1,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,3524,274.08
1337,2012,2,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,4376,299.12
1338,2012,3,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,4067,285.5
1339,2012,4,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,3157,287.55
1340,2013,1,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,3399,314.52
1341,2013,2,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,4391,294.75
1342,2013,3,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,4057,300.77
1343,2013,4,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,3290,292.22
1344,2011,1,"Las Vegas, NV","Orlando, FL",2039,721,231.14
1345,2011,2,"Las Vegas, NV","Orlando, FL",2039,789,234.74
1346,2011,3,"Las Vegas, NV","Orlando, FL",2039,727,247.08
1347,2011,4,"Las Vegas, NV","Orlando, FL",2039,726,237.33
1348,2012,1,"Las Vegas, NV","Orlando, FL",2039,743,239.58
1349,2012,2,"Las Vegas, NV","Orlando, FL",2039,787,258.83
1350,2012,3,"Las Vegas, NV","Orlando, FL",2039,707,248.4
1351,2012,4,"Las Vegas, NV","Orlando, FL",2039,672,261.92
1352,2013,1,"Las Vegas, NV","Orlando, FL",2039,682,270.52
1353,2013,2,"Las Vegas, NV","Orlando, FL",2039,786,257.63
1354,2013,3,"Las Vegas, NV","Orlando, FL",2039,686,270.59
1355,2013,4,"Las Vegas, NV","Orlando, FL",2039,631,277.64
1356,2011,1,"Las Vegas, NV","Philadelphia, PA",2176,1126,241.04
1357,2011,2,"Las Vegas, NV","Philadelphia, PA",2176,1313,257.08
1358,2011,3,"Las Vegas, NV","Philadelphia, PA",2176,1264,245.7
1359,2011,4,"Las Vegas, NV","Philadelphia, PA",2176,1141,246.18
1360,2012,1,"Las Vegas, NV","Philadelphia, PA",2176,1106,251.17
1361,2012,2,"Las Vegas, NV","Philadelphia, PA",2176,1386,257.04
1362,2012,3,"Las Vegas, NV","Philadelphia, PA",2176,1311,228.11
1363,2012,4,"Las Vegas, NV","Philadelphia, PA",2176,1288,214.65
1364,2013,1,"Las Vegas, NV","Philadelphia, PA",2176,1341,229.72
1365,2013,2,"Las Vegas, NV","Philadelphia, PA",2176,1596,219.72
1366,2013,3,"Las Vegas, NV","Philadelphia, PA",2176,1660,203.65
