,Year,quarter,Departure,Arrival,miles_distance,daily_passengers,average_fare
0,2011,1,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",952,1671,215.75
1,2011,2,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",952,2295,218.02
2,2011,3,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",952,2335,208.31
3,2011,4,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",952,2117,227.89
4,2012,1,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",952,1704,235.04
5,2012,2,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",952,2335,226.73
6,2012,3,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",952,2437,196.87
7,2012,4,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",952,2255,203.29
8,2013,1,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",952,1784,212.29
9,2013,2,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",952,2477,216.5
10,2013,3,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",952,2386,229.48
11,2013,4,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",952,2392,222.41
12,2011,1,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",227,392,151.95
13,2011,2,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",227,430,170.7
14,2011,3,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",226,381,171.73
15,2011,4,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",226,370,165.83
16,2012,1,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",226,399,176.71
17,2012,2,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",226,438,151.17
18,2012,3,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",226,436,136.41
19,2012,4,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",226,456,133.28
20,2013,1,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",226,486,132.64
21,2013,2,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",226,366,204.49
22,2013,3,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",226,283,255.88
23,2013,4,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",226,290,273.47
24,2011,1,"Atlanta, GA (Metropolitan Area)","Chicago, IL",606,2302,173.68
25,2011,2,"Atlanta, GA (Metropolitan Area)","Chicago, IL",606,3069,176.93
26,2011,3,"Atlanta, GA (Metropolitan Area)","Chicago, IL",606,3080,170.34
27,2011,4,"Atlanta, GA (Metropolitan Area)","Chicago, IL",606,2746,193.12
28,2012,1,"Atlanta, GA (Metropolitan Area)","Chicago, IL",606,2537,174.84
29,2012,2,"Atlanta, GA (Metropolitan Area)","Chicago, IL",606,3428,165.05
30,2012,3,"Atlanta, GA (Metropolitan Area)","Chicago, IL",606,3170,172.4
31,2012,4,"Atlanta, GA (Metropolitan Area)","Chicago, IL",606,3061,171.69
32,2013,1,"Atlanta, GA (Metropolitan Area)","Chicago, IL",606,2562,173.66
33,2013,2,"Atlanta, GA (Metropolitan Area)","Chicago, IL",606,3329,182.42
34,2013,3,"Atlanta, GA (Metropolitan Area)","Chicago, IL",606,2884,212.47
35,2013,4,"Atlanta, GA (Metropolitan Area)","Chicago, IL",606,2931,195.92
36,2011,1,"Atlanta, GA (Metropolitan Area)","Dallas/Fort Worth, TX",732,2128,200.9
37,2011,2,"Atlanta, GA (Metropolitan Area)","Dallas/Fort Worth, TX",732,2378,203.29
38,2011,3,"Atlanta, GA (Metropolitan Area)","Dallas/Fort Worth, TX",731,2246,197.85
39,2011,4,"Atlanta, GA (Metropolitan Area)","Dallas/Fort Worth, TX",731,2088,220.15
40,2012,1,"Atlanta, GA (Metropolitan Area)","Dallas/Fort Worth, TX",731,2024,250.91
41,2012,2,"Atlanta, GA (Metropolitan Area)","Dallas/Fort Worth, TX",731,2268,239.65
42,2012,3,"Atlanta, GA (Metropolitan Area)","Dallas/Fort Worth, TX",731,2145,228.35
43,2012,4,"Atlanta, GA (Metropolitan Area)","Dallas/Fort Worth, TX",731,2272,216.52
44,2013,1,"Atlanta, GA (Metropolitan Area)","Dallas/Fort Worth, TX",731,2196,226.43
45,2013,2,"Atlanta, GA (Metropolitan Area)","Dallas/Fort Worth, TX",731,2365,232.82
46,2013,3,"Atlanta, GA (Metropolitan Area)","Dallas/Fort Worth, TX",731,2208,231.38
47,2013,4,"Atlanta, GA (Metropolitan Area)","Dallas/Fort Worth, TX",731,2368,216.97
48,2011,1,"Atlanta, GA (Metropolitan Area)","Denver, CO",1199,1313,182.59
49,2011,2,"Atlanta, GA (Metropolitan Area)","Denver, CO",1199,1465,202.09
50,2011,3,"Atlanta, GA (Metropolitan Area)","Denver, CO",1199,1555,175.94
51,2011,4,"Atlanta, GA (Metropolitan Area)","Denver, CO",1199,1438,195.85
52,2012,1,"Atlanta, GA (Metropolitan Area)","Denver, CO",1199,1402,178.55
53,2012,2,"Atlanta, GA (Metropolitan Area)","Denver, CO",1199,1585,171.87
54,2012,3,"Atlanta, GA (Metropolitan Area)","Denver, CO",1199,1678,160.75
55,2012,4,"Atlanta, GA (Metropolitan Area)","Denver, CO",1199,1598,173.18
56,2013,1,"Atlanta, GA (Metropolitan Area)","Denver, CO",1199,1587,169.3
57,2013,2,"Atlanta, GA (Metropolitan Area)","Denver, CO",1199,1729,182.22
58,2013,3,"Atlanta, GA (Metropolitan Area)","Denver, CO",1199,1633,197.01
59,2013,4,"Atlanta, GA (Metropolitan Area)","Denver, CO",1199,1718,179.46
60,2011,1,"Atlanta, GA (Metropolitan Area)","Detroit, MI",594,976,188.72
61,2011,2,"Atlanta, GA (Metropolitan Area)","Detroit, MI",594,1287,192.49
62,2011,3,"Atlanta, GA (Metropolitan Area)","Detroit, MI",594,1252,184.39
63,2011,4,"Atlanta, GA (Metropolitan Area)","Detroit, MI",594,1123,204.87
64,2012,1,"Atlanta, GA (Metropolitan Area)","Detroit, MI",594,913,229.27
65,2012,2,"Atlanta, GA (Metropolitan Area)","Detroit, MI",594,1277,200.35
66,2012,3,"Atlanta, GA (Metropolitan Area)","Detroit, MI",594,1225,186.37
67,2012,4,"Atlanta, GA (Metropolitan Area)","Detroit, MI",594,1197,196.94
68,2013,1,"Atlanta, GA (Metropolitan Area)","Detroit, MI",594,943,211.14
69,2013,2,"Atlanta, GA (Metropolitan Area)","Detroit, MI",594,1328,219.69
70,2013,3,"Atlanta, GA (Metropolitan Area)","Detroit, MI",594,1136,244.6
71,2013,4,"Atlanta, GA (Metropolitan Area)","Detroit, MI",594,1269,211.68
72,2011,1,"Atlanta, GA (Metropolitan Area)","Houston, TX",696,1252,207.95
73,2011,2,"Atlanta, GA (Metropolitan Area)","Houston, TX",696,1503,214.6
74,2011,3,"Atlanta, GA (Metropolitan Area)","Houston, TX",696,1373,203.41
75,2011,4,"Atlanta, GA (Metropolitan Area)","Houston, TX",696,1417,211.15
76,2012,1,"Atlanta, GA (Metropolitan Area)","Houston, TX",696,1454,204.08
77,2012,2,"Atlanta, GA (Metropolitan Area)","Houston, TX",696,1743,192.26
78,2012,3,"Atlanta, GA (Metropolitan Area)","Houston, TX",696,1612,176.59
79,2012,4,"Atlanta, GA (Metropolitan Area)","Houston, TX",696,1716,174.66
80,2013,1,"Atlanta, GA (Metropolitan Area)","Houston, TX",696,1588,185.98
81,2013,2,"Atlanta, GA (Metropolitan Area)","Houston, TX",696,1726,207.42
82,2013,3,"Atlanta, GA (Metropolitan Area)","Houston, TX",696,1477,233.93
83,2013,4,"Atlanta, GA (Metropolitan Area)","Houston, TX",696,1884,197.08
84,2011,1,"Atlanta, GA (Metropolitan Area)","Las Vegas, NV",1747,1380,228.25
85,2011,2,"Atlanta, GA (Metropolitan Area)","Las Vegas, NV",1747,1455,237.43
86,2011,3,"Atlanta, GA (Metropolitan Area)","Las Vegas, NV",1747,1274,230.24
87,2011,4,"Atlanta, GA (Metropolitan Area)","Las Vegas, NV",1747,1274,239.82
88,2012,1,"Atlanta, GA (Metropolitan Area)","Las Vegas, NV",1747,1414,241.58
89,2012,2,"Atlanta, GA (Metropolitan Area)","Las Vegas, NV",1747,1519,234.42
90,2012,3,"Atlanta, GA (Metropolitan Area)","Las Vegas, NV",1747,1237,237.96
91,2012,4,"Atlanta, GA (Metropolitan Area)","Las Vegas, NV",1747,1236,240.79
92,2013,1,"Atlanta, GA (Metropolitan Area)","Las Vegas, NV",1747,1363,246.87
93,2013,2,"Atlanta, GA (Metropolitan Area)","Las Vegas, NV",1747,1504,247.33
94,2013,3,"Atlanta, GA (Metropolitan Area)","Las Vegas, NV",1747,1286,253.42
95,2013,4,"Atlanta, GA (Metropolitan Area)","Las Vegas, NV",1747,1416,242.74
96,2011,1,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",1946,2331,242.78
97,2011,2,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",1946,2993,237.91
98,2011,3,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",1946,2761,250.1
99,2011,4,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",1947,2667,256.13
100,2012,1,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",1947,2339,258.51
101,2012,2,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",1947,2943,262.96
102,2012,3,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",1947,2805,251.9
103,2012,4,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",1947,2664,267.67
104,2013,1,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",1947,2346,276.97
105,2013,2,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",1947,2979,277.7
106,2013,3,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",1947,2618,300.99
107,2013,4,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",1947,2704,297.13
108,2011,1,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",595,3051,133.57
109,2011,2,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",595,3517,144.87
110,2011,3,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",594,3115,125.48
111,2011,4,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",594,3335,125.31
112,2012,1,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",594,3154,143.94
113,2012,2,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",594,3461,130.12
114,2012,3,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",594,3039,124.34
115,2012,4,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",594,2898,154.4
116,2013,1,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",594,2875,166.15
117,2013,2,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",594,3240,154.15
118,2013,3,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",594,2668,162.9
119,2013,4,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",594,3372,159.03
120,2011,1,"Atlanta, GA (Metropolitan Area)","Minneapolis/St. Paul, MN",906,964,200.59
121,2011,2,"Atlanta, GA (Metropolitan Area)","Minneapolis/St. Paul, MN",906,1202,216.55
122,2011,3,"Atlanta, GA (Metropolitan Area)","Minneapolis/St. Paul, MN",907,1272,205.98
123,2011,4,"Atlanta, GA (Metropolitan Area)","Minneapolis/St. Paul, MN",907,1121,223.22
124,2012,1,"Atlanta, GA (Metropolitan Area)","Minneapolis/St. Paul, MN",907,933,253.81
125,2012,2,"Atlanta, GA (Metropolitan Area)","Minneapolis/St. Paul, MN",907,1148,231.47
126,2012,3,"Atlanta, GA (Metropolitan Area)","Minneapolis/St. Paul, MN",907,1214,208.15
127,2012,4,"Atlanta, GA (Metropolitan Area)","Minneapolis/St. Paul, MN",907,1077,216.15
128,2013,1,"Atlanta, GA (Metropolitan Area)","Minneapolis/St. Paul, MN",907,909,243.33
129,2013,2,"Atlanta, GA (Metropolitan Area)","Minneapolis/St. Paul, MN",907,1200,239.52
130,2013,3,"Atlanta, GA (Metropolitan Area)","Minneapolis/St. Paul, MN",907,1075,267.36
131,2013,4,"Atlanta, GA (Metropolitan Area)","Minneapolis/St. Paul, MN",907,1219,222.05
132,2011,1,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",795,4788,205.0
133,2011,2,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",795,6362,218.23
134,2011,3,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",795,6033,205.29
135,2011,4,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",795,5891,220.43
136,2012,1,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",795,5016,224.2
137,2012,2,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",795,6590,204.27
138,2012,3,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",795,6702,184.52
139,2012,4,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",795,6536,194.28
140,2013,1,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",795,5447,197.2
141,2013,2,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",795,6867,210.65
142,2013,3,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",795,6298,229.22
143,2013,4,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",795,6419,230.28
144,2011,1,"Atlanta, GA (Metropolitan Area)","Orlando, FL",403,1528,163.03
145,2011,2,"Atlanta, GA (Metropolitan Area)","Orlando, FL",403,1484,186.5
146,2011,3,"Atlanta, GA (Metropolitan Area)","Orlando, FL",404,1306,160.58
147,2011,4,"Atlanta, GA (Metropolitan Area)","Orlando, FL",404,1368,167.32
148,2012,1,"Atlanta, GA (Metropolitan Area)","Orlando, FL",404,1488,186.2
149,2012,2,"Atlanta, GA (Metropolitan Area)","Orlando, FL",404,1554,154.71
150,2012,3,"Atlanta, GA (Metropolitan Area)","Orlando, FL",404,1365,142.11
151,2012,4,"Atlanta, GA (Metropolitan Area)","Orlando, FL",404,1622,147.71
152,2013,1,"Atlanta, GA (Metropolitan Area)","Orlando, FL",404,1687,157.68
153,2013,2,"Atlanta, GA (Metropolitan Area)","Orlando, FL",404,1844,150.2
154,2013,3,"Atlanta, GA (Metropolitan Area)","Orlando, FL",404,1347,168.46
155,2013,4,"Atlanta, GA (Metropolitan Area)","Orlando, FL",404,1732,159.84
156,2011,1,"Atlanta, GA (Metropolitan Area)","Philadelphia, PA",665,1667,177.21
157,2011,2,"Atlanta, GA (Metropolitan Area)","Philadelphia, PA",665,2076,192.93
158,2011,3,"Atlanta, GA (Metropolitan Area)","Philadelphia, PA",666,2066,174.92
159,2011,4,"Atlanta, GA (Metropolitan Area)","Philadelphia, PA",666,1876,191.17
160,2012,1,"Atlanta, GA (Metropolitan Area)","Philadelphia, PA",666,1564,209.58
161,2012,2,"Atlanta, GA (Metropolitan Area)","Philadelphia, PA",666,2014,182.78
162,2012,3,"Atlanta, GA (Metropolitan Area)","Philadelphia, PA",666,1959,170.34
163,2012,4,"Atlanta, GA (Metropolitan Area)","Philadelphia, PA",666,1838,186.63
164,2013,1,"Atlanta, GA (Metropolitan Area)","Philadelphia, PA",666,1471,206.53
165,2013,2,"Atlanta, GA (Metropolitan Area)","Philadelphia, PA",666,1847,216.97
166,2013,3,"Atlanta, GA (Metropolitan Area)","Philadelphia, PA",666,1454,246.26
167,2013,4,"Atlanta, GA (Metropolitan Area)","Philadelphia, PA",666,1979,206.41
168,2011,1,"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",1587,994,225.47
169,2011,2,"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",1587,1005,209.54
170,2011,3,"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",1587,863,190.23
171,2011,4,"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",1587,973,215.89
172,2012,1,"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",1587,935,221.41
173,2012,2,"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",1587,1055,205.58
174,2012,3,"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",1587,842,193.78
175,2012,4,"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",1587,1025,216.89
176,2013,1,"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",1587,901,235.26
177,2013,2,"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",1587,978,244.46
178,2013,3,"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",1587,737,260.19
179,2013,4,"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",1587,972,257.09
180,2011,1,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2139,1215,269.94
181,2011,2,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2139,1731,274.23
182,2011,3,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2139,1677,275.6
183,2011,4,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2139,1581,286.55
184,2012,1,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2139,1313,289.93
185,2012,2,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2139,1674,301.21
186,2012,3,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2139,1767,276.76
187,2012,4,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2139,1831,271.31
188,2013,1,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2139,1427,295.07
189,2013,2,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2139,1840,308.49
190,2013,3,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2139,1776,321.7
191,2013,4,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2139,1746,321.5
192,2011,1,"Atlanta, GA (Metropolitan Area)","Seattle, WA",2182,656,277.33
193,2011,2,"Atlanta, GA (Metropolitan Area)","Seattle, WA",2182,1047,276.91
194,2011,3,"Atlanta, GA (Metropolitan Area)","Seattle, WA",2182,1136,261.18
195,2011,4,"Atlanta, GA (Metropolitan Area)","Seattle, WA",2182,804,282.92
196,2012,1,"Atlanta, GA (Metropolitan Area)","Seattle, WA",2182,626,310.19
197,2012,2,"Atlanta, GA (Metropolitan Area)","Seattle, WA",2182,1030,276.3
198,2012,3,"Atlanta, GA (Metropolitan Area)","Seattle, WA",2182,1169,273.22
199,2012,4,"Atlanta, GA (Metropolitan Area)","Seattle, WA",2182,846,291.29
200,2013,1,"Atlanta, GA (Metropolitan Area)","Seattle, WA",2182,701,294.75
201,2013,2,"Atlanta, GA (Metropolitan Area)","Seattle, WA",2182,998,286.58
202,2013,3,"Atlanta, GA (Metropolitan Area)","Seattle, WA",2182,1113,302.67
203,2013,4,"Atlanta, GA (Metropolitan Area)","Seattle, WA",2182,829,316.47
204,2011,1,"Boston, MA (Metropolitan Area)","Charlotte, NC",737,1114,151.73
205,2011,2,"Boston, MA (Metropolitan Area)","Charlotte, NC",737,1625,155.27
206,2011,3,"Boston, MA (Metropolitan Area)","Charlotte, NC",737,1701,146.93
207,2011,4,"Boston, MA (Metropolitan Area)","Charlotte, NC",737,1538,150.42
208,2012,1,"Boston, MA (Metropolitan Area)","Charlotte, NC",737,1141,151.39
209,2012,2,"Boston, MA (Metropolitan Area)","Charlotte, NC",737,1703,167.08
210,2012,3,"Boston, MA (Metropolitan Area)","Charlotte, NC",737,1707,159.3
211,2012,4,"Boston, MA (Metropolitan Area)","Charlotte, NC",737,1578,151.78
212,2013,1,"Boston, MA (Metropolitan Area)","Charlotte, NC",737,1301,144.84
213,2013,2,"Boston, MA (Metropolitan Area)","Charlotte, NC",737,1811,148.87
214,2013,3,"Boston, MA (Metropolitan Area)","Charlotte, NC",737,1933,144.2
215,2013,4,"Boston, MA (Metropolitan Area)","Charlotte, NC",737,1727,151.54
216,2011,1,"Boston, MA (Metropolitan Area)","Chicago, IL",867,2510,181.14
217,2011,2,"Boston, MA (Metropolitan Area)","Chicago, IL",867,4104,196.12
218,2011,3,"Boston, MA (Metropolitan Area)","Chicago, IL",867,4534,176.17
219,2011,4,"Boston, MA (Metropolitan Area)","Chicago, IL",867,4159,172.83
220,2012,1,"Boston, MA (Metropolitan Area)","Chicago, IL",867,3040,156.69
221,2012,2,"Boston, MA (Metropolitan Area)","Chicago, IL",867,4670,175.88
222,2012,3,"Boston, MA (Metropolitan Area)","Chicago, IL",867,4944,175.13
223,2012,4,"Boston, MA (Metropolitan Area)","Chicago, IL",867,4158,186.19
224,2013,1,"Boston, MA (Metropolitan Area)","Chicago, IL",867,3030,168.48
225,2013,2,"Boston, MA (Metropolitan Area)","Chicago, IL",867,4668,179.89
226,2013,3,"Boston, MA (Metropolitan Area)","Chicago, IL",867,4846,183.67
227,2013,4,"Boston, MA (Metropolitan Area)","Chicago, IL",867,4320,181.89
228,2011,1,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",1562,1154,325.74
229,2011,2,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",1562,1494,314.98
230,2011,3,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",1562,1569,297.3
231,2011,4,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",1562,1340,319.36
232,2012,1,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",1562,1103,356.81
233,2012,2,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",1562,1790,262.52
234,2012,3,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",1562,1891,231.68
235,2012,4,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",1562,1680,219.26
236,2013,1,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",1562,1413,229.88
237,2013,2,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",1562,1953,216.6
238,2013,3,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",1562,1979,218.91
239,2013,4,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",1562,1708,230.82
240,2011,1,"Boston, MA (Metropolitan Area)","Denver, CO",1754,1298,215.02
241,2011,2,"Boston, MA (Metropolitan Area)","Denver, CO",1754,1651,228.17
242,2011,3,"Boston, MA (Metropolitan Area)","Denver, CO",1754,1978,233.35
243,2011,4,"Boston, MA (Metropolitan Area)","Denver, CO",1754,1582,211.57
244,2012,1,"Boston, MA (Metropolitan Area)","Denver, CO",1754,1390,198.34
245,2012,2,"Boston, MA (Metropolitan Area)","Denver, CO",1754,1826,223.31
246,2012,3,"Boston, MA (Metropolitan Area)","Denver, CO",1754,2124,231.54
247,2012,4,"Boston, MA (Metropolitan Area)","Denver, CO",1754,1570,231.99
248,2013,1,"Boston, MA (Metropolitan Area)","Denver, CO",1754,1382,230.13
249,2013,2,"Boston, MA (Metropolitan Area)","Denver, CO",1754,1714,239.31
250,2013,3,"Boston, MA (Metropolitan Area)","Denver, CO",1754,2097,255.21
251,2013,4,"Boston, MA (Metropolitan Area)","Denver, CO",1754,1559,246.58
252,2011,1,"Boston, MA (Metropolitan Area)","Detroit, MI",632,649,273.39
253,2011,2,"Boston, MA (Metropolitan Area)","Detroit, MI",632,956,272.93
254,2011,3,"Boston, MA (Metropolitan Area)","Detroit, MI",632,978,271.24
255,2011,4,"Boston, MA (Metropolitan Area)","Detroit, MI",632,940,260.29
256,2012,1,"Boston, MA (Metropolitan Area)","Detroit, MI",632,708,274.63
257,2012,2,"Boston, MA (Metropolitan Area)","Detroit, MI",632,922,304.17
258,2012,3,"Boston, MA (Metropolitan Area)","Detroit, MI",632,982,275.07
259,2012,4,"Boston, MA (Metropolitan Area)","Detroit, MI",632,928,283.1
260,2013,1,"Boston, MA (Metropolitan Area)","Detroit, MI",632,660,309.13
261,2013,2,"Boston, MA (Metropolitan Area)","Detroit, MI",632,961,297.1
262,2013,3,"Boston, MA (Metropolitan Area)","Detroit, MI",632,947,296.63
263,2013,4,"Boston, MA (Metropolitan Area)","Detroit, MI",632,946,295.11
264,2011,1,"Boston, MA (Metropolitan Area)","Houston, TX",1609,784,283.56
265,2011,2,"Boston, MA (Metropolitan Area)","Houston, TX",1609,1107,274.95
266,2011,3,"Boston, MA (Metropolitan Area)","Houston, TX",1609,1115,278.94
267,2011,4,"Boston, MA (Metropolitan Area)","Houston, TX",1609,942,288.48
268,2012,1,"Boston, MA (Metropolitan Area)","Houston, TX",1609,771,299.32
269,2012,2,"Boston, MA (Metropolitan Area)","Houston, TX",1609,1040,309.45
270,2012,3,"Boston, MA (Metropolitan Area)","Houston, TX",1609,1068,297.0
271,2012,4,"Boston, MA (Metropolitan Area)","Houston, TX",1609,1018,305.69
272,2013,1,"Boston, MA (Metropolitan Area)","Houston, TX",1609,817,313.7
273,2013,2,"Boston, MA (Metropolitan Area)","Houston, TX",1609,1124,290.04
274,2013,3,"Boston, MA (Metropolitan Area)","Houston, TX",1609,1333,243.45
275,2013,4,"Boston, MA (Metropolitan Area)","Houston, TX",1609,1355,227.11
276,2011,1,"Boston, MA (Metropolitan Area)","Las Vegas, NV",2381,1348,230.74
277,2011,2,"Boston, MA (Metropolitan Area)","Las Vegas, NV",2381,1652,252.39
278,2011,3,"Boston, MA (Metropolitan Area)","Las Vegas, NV",2381,1464,247.0
279,2011,4,"Boston, MA (Metropolitan Area)","Las Vegas, NV",2381,1294,250.65
280,2012,1,"Boston, MA (Metropolitan Area)","Las Vegas, NV",2381,1301,247.44
281,2012,2,"Boston, MA (Metropolitan Area)","Las Vegas, NV",2381,1625,263.22
282,2012,3,"Boston, MA (Metropolitan Area)","Las Vegas, NV",2381,1304,252.61
283,2012,4,"Boston, MA (Metropolitan Area)","Las Vegas, NV",2381,1284,242.82
284,2013,1,"Boston, MA (Metropolitan Area)","Las Vegas, NV",2381,1281,250.88
285,2013,2,"Boston, MA (Metropolitan Area)","Las Vegas, NV",2381,1565,256.52
286,2013,3,"Boston, MA (Metropolitan Area)","Las Vegas, NV",2381,1383,250.79
287,2013,4,"Boston, MA (Metropolitan Area)","Las Vegas, NV",2381,1259,250.37
288,2011,1,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2611,2597,261.47
289,2011,2,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2611,3483,291.19
290,2011,3,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2611,3522,301.57
291,2011,4,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2611,3076,282.77
292,2012,1,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2611,2693,264.59
293,2012,2,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2611,3524,307.64
294,2012,3,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2611,3638,304.98
295,2012,4,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2611,3278,288.78
